work_order_id,product_id,quantity,priority,due_time,status,provenance,seed_work_order_id,generation_seed
DT-WO-00364,P-AXLE-A,120,URGENT,2026-07-15T03:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00365,P-AXLE-B,80,HIGH,2026-07-15T04:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00366,P-HOUSING-A,60,NORMAL,2026-07-15T05:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00367,P-AXLE-A,120,URGENT,2026-07-15T06:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00368,P-AXLE-B,80,HIGH,2026-07-15T07:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00369,P-HOUSING-A,60,NORMAL,2026-07-15T08:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00370,P-AXLE-A,120,URGENT,2026-07-15T09:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00371,P-AXLE-B,80,HIGH,2026-07-15T10:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00372,P-HOUSING-A,60,NORMAL,2026-07-15T11:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00373,P-AXLE-A,120,URGENT,2026-07-15T12:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00374,P-AXLE-B,80,HIGH,2026-07-15T13:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00375,P-HOUSING-A,60,NORMAL,2026-07-15T14:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00376,P-AXLE-A,120,URGENT,2026-07-15T15:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00377,P-AXLE-B,80,HIGH,2026-07-15T16:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00378,P-HOUSING-A,60,NORMAL,2026-07-15T17:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00379,P-AXLE-A,120,URGENT,2026-07-15T18:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00380,P-AXLE-B,80,HIGH,2026-07-15T19:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00381,P-HOUSING-A,60,NORMAL,2026-07-15T20:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00382,P-AXLE-A,120,URGENT,2026-07-15T21:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00383,P-AXLE-B,80,HIGH,2026-07-15T22:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00384,P-HOUSING-A,60,NORMAL,2026-07-15T23:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00385,P-AXLE-A,120,URGENT,2026-07-16T00:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00386,P-AXLE-B,80,HIGH,2026-07-16T01:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00387,P-HOUSING-A,60,NORMAL,2026-07-16T02:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00388,P-AXLE-A,120,URGENT,2026-07-16T03:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00389,P-AXLE-B,80,HIGH,2026-07-16T04:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00390,P-HOUSING-A,60,NORMAL,2026-07-16T05:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00391,P-AXLE-A,120,URGENT,2026-07-16T06:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00392,P-AXLE-B,80,HIGH,2026-07-16T07:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00393,P-HOUSING-A,60,NORMAL,2026-07-16T08:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00394,P-AXLE-A,120,URGENT,2026-07-16T09:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00395,P-AXLE-B,80,HIGH,2026-07-16T10:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00396,P-HOUSING-A,60,NORMAL,2026-07-16T11:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00397,P-AXLE-A,120,URGENT,2026-07-16T12:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00398,P-AXLE-B,80,HIGH,2026-07-16T13:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00399,P-HOUSING-A,60,NORMAL,2026-07-16T14:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00400,P-AXLE-A,120,URGENT,2026-07-16T15:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00401,P-AXLE-B,80,HIGH,2026-07-16T16:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00402,P-HOUSING-A,60,NORMAL,2026-07-16T17:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00403,P-AXLE-A,120,URGENT,2026-07-16T18:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00404,P-AXLE-B,80,HIGH,2026-07-16T19:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00405,P-HOUSING-A,60,NORMAL,2026-07-16T20:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00406,P-AXLE-A,120,URGENT,2026-07-16T21:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00407,P-AXLE-B,80,HIGH,2026-07-16T22:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00408,P-HOUSING-A,60,NORMAL,2026-07-16T23:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00409,P-AXLE-A,120,URGENT,2026-07-17T00:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00410,P-AXLE-B,80,HIGH,2026-07-17T01:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00411,P-HOUSING-A,60,NORMAL,2026-07-17T02:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00412,P-AXLE-A,120,URGENT,2026-07-17T03:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00413,P-AXLE-B,80,HIGH,2026-07-17T04:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00414,P-HOUSING-A,60,NORMAL,2026-07-17T05:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00415,P-AXLE-A,120,URGENT,2026-07-17T06:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00416,P-AXLE-B,80,HIGH,2026-07-17T07:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00417,P-HOUSING-A,60,NORMAL,2026-07-17T08:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00418,P-AXLE-A,120,URGENT,2026-07-17T09:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00419,P-AXLE-B,80,HIGH,2026-07-17T10:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00420,P-HOUSING-A,60,NORMAL,2026-07-17T11:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00421,P-AXLE-A,120,URGENT,2026-07-17T12:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00422,P-AXLE-B,80,HIGH,2026-07-17T13:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00423,P-HOUSING-A,60,NORMAL,2026-07-17T14:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00424,P-AXLE-A,120,URGENT,2026-07-17T15:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00425,P-AXLE-B,80,HIGH,2026-07-17T16:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00426,P-HOUSING-A,60,NORMAL,2026-07-17T17:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00427,P-AXLE-A,120,URGENT,2026-07-17T18:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00428,P-AXLE-B,80,HIGH,2026-07-17T19:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00429,P-HOUSING-A,60,NORMAL,2026-07-17T20:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00430,P-AXLE-A,120,URGENT,2026-07-17T21:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00431,P-AXLE-B,80,HIGH,2026-07-17T22:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00432,P-HOUSING-A,60,NORMAL,2026-07-17T23:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00433,P-AXLE-A,120,URGENT,2026-07-18T00:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00434,P-AXLE-B,80,HIGH,2026-07-18T01:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00435,P-HOUSING-A,60,NORMAL,2026-07-18T02:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00436,P-AXLE-A,120,URGENT,2026-07-18T03:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00437,P-AXLE-B,80,HIGH,2026-07-18T04:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00438,P-HOUSING-A,60,NORMAL,2026-07-18T05:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00439,P-AXLE-A,120,URGENT,2026-07-18T06:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00440,P-AXLE-B,80,HIGH,2026-07-18T07:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00441,P-HOUSING-A,60,NORMAL,2026-07-18T08:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00442,P-AXLE-A,120,URGENT,2026-07-18T09:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00443,P-AXLE-B,80,HIGH,2026-07-18T10:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00444,P-HOUSING-A,60,NORMAL,2026-07-18T11:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00445,P-AXLE-A,120,URGENT,2026-07-18T12:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00446,P-AXLE-B,80,HIGH,2026-07-18T13:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00447,P-HOUSING-A,60,NORMAL,2026-07-18T14:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00448,P-AXLE-A,120,URGENT,2026-07-18T15:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00449,P-AXLE-B,80,HIGH,2026-07-18T16:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00450,P-HOUSING-A,60,NORMAL,2026-07-18T17:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00451,P-AXLE-A,120,URGENT,2026-07-18T18:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00452,P-AXLE-B,80,HIGH,2026-07-18T19:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00453,P-HOUSING-A,60,NORMAL,2026-07-18T20:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00454,P-AXLE-A,120,URGENT,2026-07-18T21:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00455,P-AXLE-B,80,HIGH,2026-07-18T22:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00456,P-HOUSING-A,60,NORMAL,2026-07-18T23:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00457,P-AXLE-A,120,URGENT,2026-07-19T00:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00458,P-AXLE-B,80,HIGH,2026-07-19T01:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00459,P-HOUSING-A,60,NORMAL,2026-07-19T02:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00460,P-AXLE-A,120,URGENT,2026-07-19T03:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00461,P-AXLE-B,80,HIGH,2026-07-19T04:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00462,P-HOUSING-A,60,NORMAL,2026-07-19T05:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00463,P-AXLE-A,120,URGENT,2026-07-19T06:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00464,P-AXLE-B,80,HIGH,2026-07-19T07:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00465,P-HOUSING-A,60,NORMAL,2026-07-19T08:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00466,P-AXLE-A,120,URGENT,2026-07-19T09:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00467,P-AXLE-B,80,HIGH,2026-07-19T10:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00468,P-HOUSING-A,60,NORMAL,2026-07-19T11:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00469,P-AXLE-A,120,URGENT,2026-07-19T12:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00470,P-AXLE-B,80,HIGH,2026-07-19T13:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00471,P-HOUSING-A,60,NORMAL,2026-07-19T14:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00472,P-AXLE-A,120,URGENT,2026-07-19T15:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00473,P-AXLE-B,80,HIGH,2026-07-19T16:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00474,P-HOUSING-A,60,NORMAL,2026-07-19T17:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00475,P-AXLE-A,120,URGENT,2026-07-19T18:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00476,P-AXLE-B,80,HIGH,2026-07-19T19:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00477,P-HOUSING-A,60,NORMAL,2026-07-19T20:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00478,P-AXLE-A,120,URGENT,2026-07-19T21:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00479,P-AXLE-B,80,HIGH,2026-07-19T22:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00480,P-HOUSING-A,60,NORMAL,2026-07-19T23:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00481,P-AXLE-A,120,URGENT,2026-07-20T00:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00482,P-AXLE-B,80,HIGH,2026-07-20T01:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00483,P-HOUSING-A,60,NORMAL,2026-07-20T02:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00484,P-AXLE-A,120,URGENT,2026-07-20T03:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00485,P-AXLE-B,80,HIGH,2026-07-20T04:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00486,P-HOUSING-A,60,NORMAL,2026-07-20T05:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00487,P-AXLE-A,120,URGENT,2026-07-20T06:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00488,P-AXLE-B,80,HIGH,2026-07-20T07:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00489,P-HOUSING-A,60,NORMAL,2026-07-20T08:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00490,P-AXLE-A,120,URGENT,2026-07-20T09:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00491,P-AXLE-B,80,HIGH,2026-07-20T10:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00492,P-HOUSING-A,60,NORMAL,2026-07-20T11:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00493,P-AXLE-A,120,URGENT,2026-07-20T12:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00494,P-AXLE-B,80,HIGH,2026-07-20T13:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00495,P-HOUSING-A,60,NORMAL,2026-07-20T14:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00496,P-AXLE-A,120,URGENT,2026-07-20T15:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00497,P-AXLE-B,80,HIGH,2026-07-20T16:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00498,P-HOUSING-A,60,NORMAL,2026-07-20T17:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00499,P-AXLE-A,120,URGENT,2026-07-20T18:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00500,P-AXLE-B,80,HIGH,2026-07-20T19:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00501,P-HOUSING-A,60,NORMAL,2026-07-20T20:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00502,P-AXLE-A,120,URGENT,2026-07-20T21:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00503,P-AXLE-B,80,HIGH,2026-07-20T22:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00504,P-HOUSING-A,60,NORMAL,2026-07-20T23:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00505,P-AXLE-A,120,URGENT,2026-07-14T00:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00506,P-AXLE-B,80,HIGH,2026-07-14T01:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00507,P-HOUSING-A,60,NORMAL,2026-07-14T02:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00508,P-AXLE-A,120,URGENT,2026-07-14T03:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00509,P-AXLE-B,80,HIGH,2026-07-14T04:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00510,P-HOUSING-A,60,NORMAL,2026-07-14T05:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00511,P-AXLE-A,120,URGENT,2026-07-14T06:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00512,P-AXLE-B,80,HIGH,2026-07-14T07:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00513,P-HOUSING-A,60,NORMAL,2026-07-14T08:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00514,P-AXLE-A,120,URGENT,2026-07-14T09:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00515,P-AXLE-B,80,HIGH,2026-07-14T10:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00516,P-HOUSING-A,60,NORMAL,2026-07-14T11:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00517,P-AXLE-A,120,URGENT,2026-07-14T12:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00518,P-AXLE-B,80,HIGH,2026-07-14T13:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00519,P-HOUSING-A,60,NORMAL,2026-07-14T14:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00520,P-AXLE-A,120,URGENT,2026-07-14T15:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00521,P-AXLE-B,80,HIGH,2026-07-14T16:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00522,P-HOUSING-A,60,NORMAL,2026-07-14T17:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00523,P-AXLE-A,120,URGENT,2026-07-14T18:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00524,P-AXLE-B,80,HIGH,2026-07-14T19:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00525,P-HOUSING-A,60,NORMAL,2026-07-14T20:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00526,P-AXLE-A,120,URGENT,2026-07-14T21:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00527,P-AXLE-B,80,HIGH,2026-07-14T22:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00528,P-HOUSING-A,60,NORMAL,2026-07-14T23:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00529,P-AXLE-A,120,URGENT,2026-07-15T00:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00530,P-AXLE-B,80,HIGH,2026-07-15T01:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00531,P-HOUSING-A,60,NORMAL,2026-07-15T02:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00532,P-AXLE-A,120,URGENT,2026-07-15T03:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00533,P-AXLE-B,80,HIGH,2026-07-15T04:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00534,P-HOUSING-A,60,NORMAL,2026-07-15T05:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00535,P-AXLE-A,120,URGENT,2026-07-15T06:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00536,P-AXLE-B,80,HIGH,2026-07-15T07:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00537,P-HOUSING-A,60,NORMAL,2026-07-15T08:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00538,P-AXLE-A,120,URGENT,2026-07-15T09:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00539,P-AXLE-B,80,HIGH,2026-07-15T10:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00540,P-HOUSING-A,60,NORMAL,2026-07-15T11:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00541,P-AXLE-A,120,URGENT,2026-07-15T12:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00542,P-AXLE-B,80,HIGH,2026-07-15T13:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
DT-WO-00543,P-HOUSING-A,60,NORMAL,2026-07-15T14:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-003,20260713
DT-WO-00544,P-AXLE-A,120,URGENT,2026-07-15T15:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-001,20260713
DT-WO-00545,P-AXLE-B,80,HIGH,2026-07-15T16:00:00+00:00,planned,synthetic_digital_twin_from_p0_sample,WO-P0-002,20260713
