operation_id,work_order_id,sequence,machine_id,processing_time_min,planned_start,planned_end,provenance,seed_operation_id,generation_seed
DT-WO-00684-OP-006,DT-WO-00684,6,M-04,90,2026-07-22T23:18:00+00:00,2026-07-23T00:48:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00684-OP-007,DT-WO-00684,7,M-04,90,2026-07-22T23:21:00+00:00,2026-07-23T00:51:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00685-OP-001,DT-WO-00685,1,M-01,30,2026-07-22T23:24:00+00:00,2026-07-22T23:54:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00685-OP-002,DT-WO-00685,2,M-03,60,2026-07-22T23:27:00+00:00,2026-07-23T00:27:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00685-OP-003,DT-WO-00685,3,M-06,20,2026-07-22T23:30:00+00:00,2026-07-22T23:50:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00685-OP-004,DT-WO-00685,4,M-01,25,2026-07-22T23:33:00+00:00,2026-07-22T23:58:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00685-OP-005,DT-WO-00685,5,M-03,60,2026-07-22T23:36:00+00:00,2026-07-23T00:36:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00685-OP-006,DT-WO-00685,6,M-04,90,2026-07-22T23:39:00+00:00,2026-07-23T01:09:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00685-OP-007,DT-WO-00685,7,M-04,90,2026-07-22T23:42:00+00:00,2026-07-23T01:12:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00686-OP-001,DT-WO-00686,1,M-01,30,2026-07-22T23:45:00+00:00,2026-07-23T00:15:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00686-OP-002,DT-WO-00686,2,M-03,60,2026-07-22T23:48:00+00:00,2026-07-23T00:48:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00686-OP-003,DT-WO-00686,3,M-06,20,2026-07-22T23:51:00+00:00,2026-07-23T00:11:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00686-OP-004,DT-WO-00686,4,M-01,25,2026-07-22T23:54:00+00:00,2026-07-23T00:19:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00686-OP-005,DT-WO-00686,5,M-03,60,2026-07-22T23:57:00+00:00,2026-07-23T00:57:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00686-OP-006,DT-WO-00686,6,M-04,90,2026-07-23T00:00:00+00:00,2026-07-23T01:30:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00686-OP-007,DT-WO-00686,7,M-04,90,2026-07-23T00:03:00+00:00,2026-07-23T01:33:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00687-OP-001,DT-WO-00687,1,M-01,30,2026-07-23T00:06:00+00:00,2026-07-23T00:36:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00687-OP-002,DT-WO-00687,2,M-03,60,2026-07-23T00:09:00+00:00,2026-07-23T01:09:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00687-OP-003,DT-WO-00687,3,M-06,20,2026-07-23T00:12:00+00:00,2026-07-23T00:32:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00687-OP-004,DT-WO-00687,4,M-01,25,2026-07-23T00:15:00+00:00,2026-07-23T00:40:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00687-OP-005,DT-WO-00687,5,M-03,60,2026-07-23T00:18:00+00:00,2026-07-23T01:18:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00687-OP-006,DT-WO-00687,6,M-04,90,2026-07-23T00:21:00+00:00,2026-07-23T01:51:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00687-OP-007,DT-WO-00687,7,M-04,90,2026-07-23T00:24:00+00:00,2026-07-23T01:54:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00688-OP-001,DT-WO-00688,1,M-01,30,2026-07-23T00:27:00+00:00,2026-07-23T00:57:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00688-OP-002,DT-WO-00688,2,M-03,60,2026-07-23T00:30:00+00:00,2026-07-23T01:30:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00688-OP-003,DT-WO-00688,3,M-06,20,2026-07-23T00:33:00+00:00,2026-07-23T00:53:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00688-OP-004,DT-WO-00688,4,M-01,25,2026-07-23T00:36:00+00:00,2026-07-23T01:01:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00688-OP-005,DT-WO-00688,5,M-03,60,2026-07-23T00:39:00+00:00,2026-07-23T01:39:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00688-OP-006,DT-WO-00688,6,M-04,90,2026-07-23T00:42:00+00:00,2026-07-23T02:12:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00688-OP-007,DT-WO-00688,7,M-04,90,2026-07-23T00:45:00+00:00,2026-07-23T02:15:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00689-OP-001,DT-WO-00689,1,M-01,30,2026-07-23T00:48:00+00:00,2026-07-23T01:18:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00689-OP-002,DT-WO-00689,2,M-03,60,2026-07-23T00:51:00+00:00,2026-07-23T01:51:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00689-OP-003,DT-WO-00689,3,M-06,20,2026-07-23T00:54:00+00:00,2026-07-23T01:14:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00689-OP-004,DT-WO-00689,4,M-01,25,2026-07-23T00:57:00+00:00,2026-07-23T01:22:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00689-OP-005,DT-WO-00689,5,M-03,60,2026-07-23T01:00:00+00:00,2026-07-23T02:00:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00689-OP-006,DT-WO-00689,6,M-04,90,2026-07-23T01:03:00+00:00,2026-07-23T02:33:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00689-OP-007,DT-WO-00689,7,M-04,90,2026-07-23T01:06:00+00:00,2026-07-23T02:36:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00690-OP-001,DT-WO-00690,1,M-01,30,2026-07-23T01:09:00+00:00,2026-07-23T01:39:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00690-OP-002,DT-WO-00690,2,M-03,60,2026-07-23T01:12:00+00:00,2026-07-23T02:12:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00690-OP-003,DT-WO-00690,3,M-06,20,2026-07-23T01:15:00+00:00,2026-07-23T01:35:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00690-OP-004,DT-WO-00690,4,M-01,25,2026-07-23T01:18:00+00:00,2026-07-23T01:43:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00690-OP-005,DT-WO-00690,5,M-03,60,2026-07-23T01:21:00+00:00,2026-07-23T02:21:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00690-OP-006,DT-WO-00690,6,M-04,90,2026-07-23T01:24:00+00:00,2026-07-23T02:54:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00690-OP-007,DT-WO-00690,7,M-04,90,2026-07-23T01:27:00+00:00,2026-07-23T02:57:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00691-OP-001,DT-WO-00691,1,M-01,30,2026-07-23T01:30:00+00:00,2026-07-23T02:00:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00691-OP-002,DT-WO-00691,2,M-03,60,2026-07-23T01:33:00+00:00,2026-07-23T02:33:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00691-OP-003,DT-WO-00691,3,M-06,20,2026-07-23T01:36:00+00:00,2026-07-23T01:56:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00691-OP-004,DT-WO-00691,4,M-01,25,2026-07-23T01:39:00+00:00,2026-07-23T02:04:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00691-OP-005,DT-WO-00691,5,M-03,60,2026-07-23T01:42:00+00:00,2026-07-23T02:42:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00691-OP-006,DT-WO-00691,6,M-04,90,2026-07-23T01:45:00+00:00,2026-07-23T03:15:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00691-OP-007,DT-WO-00691,7,M-04,90,2026-07-23T01:48:00+00:00,2026-07-23T03:18:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00692-OP-001,DT-WO-00692,1,M-01,30,2026-07-23T01:51:00+00:00,2026-07-23T02:21:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00692-OP-002,DT-WO-00692,2,M-03,60,2026-07-23T01:54:00+00:00,2026-07-23T02:54:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00692-OP-003,DT-WO-00692,3,M-06,20,2026-07-23T01:57:00+00:00,2026-07-23T02:17:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00692-OP-004,DT-WO-00692,4,M-01,25,2026-07-23T02:00:00+00:00,2026-07-23T02:25:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00692-OP-005,DT-WO-00692,5,M-03,60,2026-07-23T02:03:00+00:00,2026-07-23T03:03:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00692-OP-006,DT-WO-00692,6,M-04,90,2026-07-23T02:06:00+00:00,2026-07-23T03:36:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00692-OP-007,DT-WO-00692,7,M-04,90,2026-07-23T02:09:00+00:00,2026-07-23T03:39:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00693-OP-001,DT-WO-00693,1,M-01,30,2026-07-23T02:12:00+00:00,2026-07-23T02:42:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00693-OP-002,DT-WO-00693,2,M-03,60,2026-07-23T02:15:00+00:00,2026-07-23T03:15:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00693-OP-003,DT-WO-00693,3,M-06,20,2026-07-23T02:18:00+00:00,2026-07-23T02:38:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00693-OP-004,DT-WO-00693,4,M-01,25,2026-07-23T02:21:00+00:00,2026-07-23T02:46:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00693-OP-005,DT-WO-00693,5,M-03,60,2026-07-23T02:24:00+00:00,2026-07-23T03:24:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00693-OP-006,DT-WO-00693,6,M-04,90,2026-07-23T02:27:00+00:00,2026-07-23T03:57:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00693-OP-007,DT-WO-00693,7,M-04,90,2026-07-23T02:30:00+00:00,2026-07-23T04:00:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00694-OP-001,DT-WO-00694,1,M-01,30,2026-07-23T02:33:00+00:00,2026-07-23T03:03:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00694-OP-002,DT-WO-00694,2,M-03,60,2026-07-23T02:36:00+00:00,2026-07-23T03:36:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00694-OP-003,DT-WO-00694,3,M-06,20,2026-07-23T02:39:00+00:00,2026-07-23T02:59:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00694-OP-004,DT-WO-00694,4,M-01,25,2026-07-23T02:42:00+00:00,2026-07-23T03:07:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00694-OP-005,DT-WO-00694,5,M-03,60,2026-07-23T02:45:00+00:00,2026-07-23T03:45:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00694-OP-006,DT-WO-00694,6,M-04,90,2026-07-23T02:48:00+00:00,2026-07-23T04:18:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00694-OP-007,DT-WO-00694,7,M-04,90,2026-07-23T02:51:00+00:00,2026-07-23T04:21:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00695-OP-001,DT-WO-00695,1,M-01,30,2026-07-23T02:54:00+00:00,2026-07-23T03:24:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00695-OP-002,DT-WO-00695,2,M-03,60,2026-07-23T02:57:00+00:00,2026-07-23T03:57:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00695-OP-003,DT-WO-00695,3,M-06,20,2026-07-23T03:00:00+00:00,2026-07-23T03:20:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00695-OP-004,DT-WO-00695,4,M-01,25,2026-07-23T03:03:00+00:00,2026-07-23T03:28:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00695-OP-005,DT-WO-00695,5,M-03,60,2026-07-23T03:06:00+00:00,2026-07-23T04:06:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00695-OP-006,DT-WO-00695,6,M-04,90,2026-07-23T03:09:00+00:00,2026-07-23T04:39:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00695-OP-007,DT-WO-00695,7,M-04,90,2026-07-23T03:12:00+00:00,2026-07-23T04:42:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00696-OP-001,DT-WO-00696,1,M-01,30,2026-07-23T03:15:00+00:00,2026-07-23T03:45:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00696-OP-002,DT-WO-00696,2,M-03,60,2026-07-23T03:18:00+00:00,2026-07-23T04:18:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00696-OP-003,DT-WO-00696,3,M-06,20,2026-07-23T03:21:00+00:00,2026-07-23T03:41:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00696-OP-004,DT-WO-00696,4,M-01,25,2026-07-23T03:24:00+00:00,2026-07-23T03:49:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00696-OP-005,DT-WO-00696,5,M-03,60,2026-07-23T03:27:00+00:00,2026-07-23T04:27:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00696-OP-006,DT-WO-00696,6,M-04,90,2026-07-23T03:30:00+00:00,2026-07-23T05:00:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00696-OP-007,DT-WO-00696,7,M-04,90,2026-07-23T03:33:00+00:00,2026-07-23T05:03:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00697-OP-001,DT-WO-00697,1,M-01,30,2026-07-23T03:36:00+00:00,2026-07-23T04:06:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00697-OP-002,DT-WO-00697,2,M-03,60,2026-07-23T03:39:00+00:00,2026-07-23T04:39:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00697-OP-003,DT-WO-00697,3,M-06,20,2026-07-23T03:42:00+00:00,2026-07-23T04:02:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00697-OP-004,DT-WO-00697,4,M-01,25,2026-07-23T03:45:00+00:00,2026-07-23T04:10:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00697-OP-005,DT-WO-00697,5,M-03,60,2026-07-23T03:48:00+00:00,2026-07-23T04:48:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00697-OP-006,DT-WO-00697,6,M-04,90,2026-07-23T03:51:00+00:00,2026-07-23T05:21:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00697-OP-007,DT-WO-00697,7,M-04,90,2026-07-23T03:54:00+00:00,2026-07-23T05:24:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00698-OP-001,DT-WO-00698,1,M-01,30,2026-07-23T03:57:00+00:00,2026-07-23T04:27:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00698-OP-002,DT-WO-00698,2,M-03,60,2026-07-23T04:00:00+00:00,2026-07-23T05:00:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00698-OP-003,DT-WO-00698,3,M-06,20,2026-07-23T04:03:00+00:00,2026-07-23T04:23:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00698-OP-004,DT-WO-00698,4,M-01,25,2026-07-23T04:06:00+00:00,2026-07-23T04:31:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00698-OP-005,DT-WO-00698,5,M-03,60,2026-07-23T04:09:00+00:00,2026-07-23T05:09:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00698-OP-006,DT-WO-00698,6,M-04,90,2026-07-23T04:12:00+00:00,2026-07-23T05:42:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00698-OP-007,DT-WO-00698,7,M-04,90,2026-07-23T04:15:00+00:00,2026-07-23T05:45:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00699-OP-001,DT-WO-00699,1,M-01,30,2026-07-23T04:18:00+00:00,2026-07-23T04:48:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00699-OP-002,DT-WO-00699,2,M-03,60,2026-07-23T04:21:00+00:00,2026-07-23T05:21:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00699-OP-003,DT-WO-00699,3,M-06,20,2026-07-23T04:24:00+00:00,2026-07-23T04:44:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00699-OP-004,DT-WO-00699,4,M-01,25,2026-07-23T04:27:00+00:00,2026-07-23T04:52:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00699-OP-005,DT-WO-00699,5,M-03,60,2026-07-23T04:30:00+00:00,2026-07-23T05:30:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00699-OP-006,DT-WO-00699,6,M-04,90,2026-07-23T04:33:00+00:00,2026-07-23T06:03:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00699-OP-007,DT-WO-00699,7,M-04,90,2026-07-23T04:36:00+00:00,2026-07-23T06:06:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00700-OP-001,DT-WO-00700,1,M-01,30,2026-07-23T04:39:00+00:00,2026-07-23T05:09:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00700-OP-002,DT-WO-00700,2,M-03,60,2026-07-23T04:42:00+00:00,2026-07-23T05:42:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00700-OP-003,DT-WO-00700,3,M-06,20,2026-07-23T04:45:00+00:00,2026-07-23T05:05:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00700-OP-004,DT-WO-00700,4,M-01,25,2026-07-23T04:48:00+00:00,2026-07-23T05:13:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00700-OP-005,DT-WO-00700,5,M-03,60,2026-07-23T04:51:00+00:00,2026-07-23T05:51:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00700-OP-006,DT-WO-00700,6,M-04,90,2026-07-23T04:54:00+00:00,2026-07-23T06:24:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00700-OP-007,DT-WO-00700,7,M-04,90,2026-07-23T04:57:00+00:00,2026-07-23T06:27:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00701-OP-001,DT-WO-00701,1,M-01,30,2026-07-23T05:00:00+00:00,2026-07-23T05:30:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00701-OP-002,DT-WO-00701,2,M-03,60,2026-07-23T05:03:00+00:00,2026-07-23T06:03:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00701-OP-003,DT-WO-00701,3,M-06,20,2026-07-23T05:06:00+00:00,2026-07-23T05:26:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00701-OP-004,DT-WO-00701,4,M-01,25,2026-07-23T05:09:00+00:00,2026-07-23T05:34:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00701-OP-005,DT-WO-00701,5,M-03,60,2026-07-23T05:12:00+00:00,2026-07-23T06:12:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00701-OP-006,DT-WO-00701,6,M-04,90,2026-07-23T05:15:00+00:00,2026-07-23T06:45:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00701-OP-007,DT-WO-00701,7,M-04,90,2026-07-23T05:18:00+00:00,2026-07-23T06:48:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00702-OP-001,DT-WO-00702,1,M-01,30,2026-07-23T05:21:00+00:00,2026-07-23T05:51:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00702-OP-002,DT-WO-00702,2,M-03,60,2026-07-23T05:24:00+00:00,2026-07-23T06:24:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00702-OP-003,DT-WO-00702,3,M-06,20,2026-07-23T05:27:00+00:00,2026-07-23T05:47:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00702-OP-004,DT-WO-00702,4,M-01,25,2026-07-23T05:30:00+00:00,2026-07-23T05:55:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00702-OP-005,DT-WO-00702,5,M-03,60,2026-07-23T05:33:00+00:00,2026-07-23T06:33:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00702-OP-006,DT-WO-00702,6,M-04,90,2026-07-23T05:36:00+00:00,2026-07-23T07:06:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00702-OP-007,DT-WO-00702,7,M-04,90,2026-07-23T05:39:00+00:00,2026-07-23T07:09:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00703-OP-001,DT-WO-00703,1,M-01,30,2026-07-23T05:42:00+00:00,2026-07-23T06:12:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00703-OP-002,DT-WO-00703,2,M-03,60,2026-07-23T05:45:00+00:00,2026-07-23T06:45:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00703-OP-003,DT-WO-00703,3,M-06,20,2026-07-23T05:48:00+00:00,2026-07-23T06:08:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00703-OP-004,DT-WO-00703,4,M-01,25,2026-07-23T05:51:00+00:00,2026-07-23T06:16:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00703-OP-005,DT-WO-00703,5,M-03,60,2026-07-23T05:54:00+00:00,2026-07-23T06:54:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-00703-OP-006,DT-WO-00703,6,M-04,90,2026-07-23T05:57:00+00:00,2026-07-23T07:27:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-00703-OP-007,DT-WO-00703,7,M-04,90,2026-07-23T06:00:00+00:00,2026-07-23T07:30:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-00704-OP-001,DT-WO-00704,1,M-01,30,2026-07-23T06:03:00+00:00,2026-07-23T06:33:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-00704-OP-002,DT-WO-00704,2,M-03,60,2026-07-23T06:06:00+00:00,2026-07-23T07:06:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-00704-OP-003,DT-WO-00704,3,M-06,20,2026-07-23T06:09:00+00:00,2026-07-23T06:29:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-00704-OP-004,DT-WO-00704,4,M-01,25,2026-07-23T06:12:00+00:00,2026-07-23T06:37:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-00704-OP-005,DT-WO-00704,5,M-03,60,2026-07-23T06:15:00+00:00,2026-07-23T07:15:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
